ID,item_cnt_month
0,0.0
1,0.0
2,0.9103883504867554
3,1.1459534168243408
4,0.0
5,0.0
6,0.0
7,1.1258569955825806
8,1.1435376405715942
9,0.0
10,1.5071327686309814
11,0.7823540568351746
12,1.4730511903762817
13,1.7327005863189697
14,0.8819586038589478
15,1.1061264276504517
16,0.0
17,1.1819692850112915
18,3.285527229309082
19,0.0
20,1.6351048946380615
21,0.0
22,1.2936536073684692
23,0.5473668575286865
24,1.429105520248413
25,0.0
26,0.0
27,0.0
28,1.0594533681869507
29,2.2924997806549072
30,0.0
31,0.0
32,1.3150349855422974
33,0.0
34,2.340930461883545
35,1.6412310600280762
36,1.2481708526611328
37,0.40661099553108215
38,0.3109329044818878
39,0.0
40,0.9016314744949341
41,1.4034085273742676
42,1.0694842338562012
43,1.191646933555603
44,1.299160122871399
45,0.0
46,1.2534486055374146
47,1.0549232959747314
48,1.3116017580032349
49,1.5781360864639282
50,1.2481708526611328
51,0.9016314744949341
52,1.1819692850112915
53,0.9016314744949341
54,1.0901232957839966
55,0.6098489165306091
56,1.1075130701065063
57,0.0
58,0.0
59,0.9243739247322083
60,0.752290666103363
61,2.4636847972869873
62,1.3016180992126465
63,0.7410029172897339
64,0.0
65,0.0
66,2.393183946609497
67,2.5423853397369385
68,1.9689810276031494
69,1.4523645639419556
70,0.0
71,0.9450628161430359
72,1.6302704811096191
73,1.1802175045013428
74,0.0
75,0.0
76,1.2180349826812744
77,0.0
78,1.0947083234786987
79,0.9450405240058899
80,1.581194519996643
81,0.8337846398353577
82,1.5759155750274658
83,0.9929521083831787
84,1.9387290477752686
85,1.4871137142181396
86,1.7041127681732178
87,2.529512882232666
88,4.411071300506592
89,1.963418960571289
90,1.6208831071853638
91,1.3535065650939941
92,1.7174257040023804
93,0.9278292059898376
94,1.3615912199020386
95,1.7785471677780151
96,1.864660620689392
97,1.5966349840164185
98,3.7446200847625732
99,1.523550271987915
100,2.0980207920074463
101,1.6953712701797485
102,1.8145793676376343
103,1.0943341255187988
104,2.001790761947632
105,0.0
106,0.0
107,1.4483822584152222
108,2.004103422164917
109,0.0
110,1.5195674896240234
111,0.0
112,0.0
113,0.0
114,1.5744694471359253
115,1.6749763488769531
116,0.0
117,1.5193971395492554
118,2.41707444190979
119,2.141974449157715
120,2.0675621032714844
121,2.2971765995025635
122,9.630651473999023
123,2.666320323944092
124,17.02406120300293
125,2.605031967163086
126,0.0
127,1.2000858783721924
128,0.0
129,1.104913353919983
130,0.0
131,0.0
132,1.8130990266799927
133,1.8605380058288574
134,1.5962700843811035
135,1.8229920864105225
136,1.3596372604370117
137,0.0
138,4.4625115394592285
139,0.0
140,2.2887911796569824
141,1.8937917947769165
142,1.735405445098877
143,1.3772512674331665
144,0.0
145,0.0
146,0.0
147,1.9020228385925293
148,0.0
149,0.0
150,0.682774543762207
151,0.0
152,1.3108851909637451
153,1.8877960443496704
154,0.0
155,2.654670476913452
156,1.9972959756851196
157,1.708370566368103
158,5.449763298034668
159,1.929198980331421
160,0.0
161,2.0106728076934814
162,0.0
163,2.1228253841400146
164,1.8719959259033203
165,1.2571208477020264
166,2.2169723510742188
167,1.1832555532455444
168,0.0
169,5.77533483505249
170,4.659175395965576
171,3.617858409881592
172,0.9125149250030518
173,1.5617071390151978
174,2.1956920623779297
175,0.926978349685669
176,1.7234752178192139
177,0.0
178,0.026312395930290222
179,1.2457973957061768
180,1.6003910303115845
181,1.3833471536636353
182,0.0
183,1.2000858783721924
184,1.2000858783721924
185,0.0
186,1.2000858783721924
187,0.9793753623962402
188,0.0
189,0.0
190,0.0
191,0.10407461225986481
192,1.637963056564331
193,1.7455835342407227
194,2.689361810684204
195,1.3663249015808105
196,1.141824722290039
197,1.383392572402954
198,2.3173766136169434
199,0.0
200,0.0
201,0.0
202,1.779008388519287
203,1.3880771398544312
204,1.93326997756958
205,0.0
206,0.0
207,1.099312663078308
208,2.18390154838562
209,2.8764538764953613
210,2.1403706073760986
211,1.4968280792236328
212,1.5915608406066895
213,1.3386898040771484
214,1.136227011680603
215,3.2774031162261963
216,2.5776314735412598
217,2.076322078704834
218,2.000516414642334
219,1.780216932296753
220,2.049773693084717
221,0.0
222,0.0
223,2.0171735286712646
224,0.6646530628204346
225,0.0
226,0.0
227,0.0
228,1.1129183769226074
229,0.0
230,0.0
231,0.9824574589729309
232,0.0
233,1.3505585193634033
234,0.0
235,1.9176002740859985
236,1.5354069471359253
237,0.0
238,0.0
239,0.6446178555488586
240,2.4145820140838623
241,1.3272252082824707
242,0.0
243,0.0
244,0.0
245,1.7074295282363892
246,2.4819209575653076
247,1.2596465349197388
248,2.470513105392456
249,2.428879499435425
250,1.506447672843933
251,1.1973363161087036
252,1.0700125694274902
253,1.4316822290420532
254,1.1012721061706543
255,0.0
256,0.0
257,1.311937928199768
258,1.369805097579956
259,1.4502692222595215
260,1.0976976156234741
261,1.7574316263198853
262,1.8658347129821777
263,0.0
264,1.6880203485488892
265,1.206192970275879
266,0.0
267,1.340111255645752
268,5.56522798538208
269,4.721095085144043
270,1.5251985788345337
271,1.5988367795944214
272,2.072465419769287
273,1.9087516069412231
274,6.474495887756348
275,0.0
276,2.315347671508789
277,2.771458387374878
278,1.9716297388076782
279,1.4417821168899536
280,1.6069016456604004
281,1.6513949632644653
282,1.076141357421875
283,1.3558509349822998
284,1.5559873580932617
285,1.3735157251358032
286,0.0
287,1.6595420837402344
288,1.1731646060943604
289,1.628118634223938
290,0.0
291,1.517679214477539
292,1.1177499294281006
293,1.376589298248291
294,1.516275405883789
295,1.5962700843811035
296,1.130759596824646
297,1.640519618988037
298,0.0
299,0.0
300,4.96576452255249
301,5.8715691566467285
302,1.2120481729507446
303,1.2240458726882935
304,0.8386390805244446
305,1.3621257543563843
306,1.2821310758590698
307,1.1459078788757324
308,1.2821310758590698
309,0.0
310,0.0
311,1.3553588390350342
312,1.5292599201202393
313,1.5746455192565918
314,0.0
315,1.3885319232940674
316,1.7521768808364868
317,1.4301146268844604
318,1.2457973957061768
319,1.3828996419906616
320,0.0
321,1.377413034439087
322,1.5734751224517822
323,1.4645870923995972
324,1.2457973957061768
325,1.5133682489395142
326,1.311937928199768
327,0.0
328,0.0
329,1.2184010744094849
330,0.0
331,0.0
332,0.0
333,1.2222338914871216
334,1.1891099214553833
335,1.837074875831604
336,1.2686636447906494
337,1.7714956998825073
338,1.4060595035552979
339,2.731717824935913
340,2.364142417907715
341,1.519896388053894
342,0.0
343,2.363959550857544
344,2.0926742553710938
345,1.6178562641143799
346,5.958305835723877
347,2.385727882385254
348,1.415657639503479
349,1.2000858783721924
350,0.0
351,0.8224680423736572
352,0.0
353,1.3778395652770996
354,0.0
355,0.0
356,1.3705140352249146
357,1.6640981435775757
358,1.5581878423690796
359,1.2350937128067017
360,1.242900013923645
361,1.2640392780303955
