ID,item_cnt_month
0,2.3384782343115664
1,0.0
2,1.4701092846020376
3,1.382819616152949
4,0.0
5,2.327368713153026
6,2.609972708450519
7,1.001549218282176
8,1.281044650035007
9,0.0
10,1.299367941034607
11,2.5481637303511406
12,1.1764362523990581
13,1.8148397565064232
14,1.7929026720693384
15,1.2655665405665413
16,0.0
17,1.022913146513868
18,1.3764732514732518
19,2.22144974101304
20,1.0494678265245505
21,0.0
22,2.8578184771112625
23,2.213807609640942
24,1.184487578380385
25,0.0
26,0.0
27,2.0825842659175993
28,1.687739479406146
29,1.565225615225615
30,1.5725288141954812
31,0.0
32,1.1197254471719795
33,2.052589985923319
34,1.225922459255793
35,1.3257725799650468
36,1.3850324035084134
37,2.254720688054021
38,1.371354554687888
39,1.37345665678999
40,1.2355890694048586
41,2.0654923160253023
42,1.9593209012842654
43,1.6809024010821025
44,1.416817314953042
45,0.0
46,1.367475810737296
47,1.3820713570713568
48,1.5151722985056308
49,1.4592292675626006
50,1.1092827642877716
51,1.2355890694048586
52,1.0755816508228255
53,1.2497332038998703
54,1.9097406912299004
55,1.5166453185018758
56,2.575722561833672
57,2.327368713153026
58,1.678357578357579
59,2.784297873300604
60,2.200182465579098
61,2.4778904612237946
62,2.2649685149685133
63,1.9049599882933228
64,0.0
65,0.0
66,2.260778160778162
67,2.3924445525894797
68,1.8915199831866496
69,1.6628657878657873
70,0.0
71,1.1949002601968077
72,1.4804351971018632
73,1.5815267395079375
74,0.0
75,0.0
76,1.2275666275666273
77,0.0
78,1.0250165750165745
79,1.4701875860209195
80,1.8986315569648908
81,1.5726858893525546
82,1.791431241431241
83,1.294318885985553
84,1.74814940648274
85,2.009678093011427
86,1.26329219662553
87,2.7567144233810894
88,3.7356267189600496
89,3.103318394985059
90,1.585277226943893
91,1.2895207771551855
92,1.5478414478414482
93,2.001094757712404
94,2.7981171731171735
95,1.623966715633383
96,2.1502768586101917
97,2.159177092510427
98,3.6891390308056993
99,1.3948105698105704
100,1.4687761271094606
101,1.1160420243753573
102,1.9458443541776869
103,1.583752812070419
104,2.3262903429570105
105,0.0
106,0.0
107,1.5373623040289714
108,1.6242925213196773
109,0.0
110,1.2505714172380837
111,0.0
112,0.0
113,0.0
114,1.3243454410121074
115,1.5446983260708744
116,0.0
117,1.5498700398796517
118,2.4068116479881185
119,1.296543665171116
120,1.9214741631408294
121,2.7955139357100154
122,4.096717605050939
123,1.4132598402206245
124,7.190305942537624
125,1.3552399155340331
126,0.0
127,1.094124669124669
128,0.0
129,1.1509325011597058
130,1.4042660375993707
131,0.0
132,1.7785073868407193
133,1.4366896170817736
134,1.2763662346995674
135,4.915104235937566
136,1.5556717890051235
137,0.0
138,3.677003843670512
139,0.0
140,1.2470024137756448
141,1.8131007547674212
142,1.070869813955131
143,1.3203222036555369
144,0.0
145,0.0
146,0.0
147,2.392803142803143
148,0.0
149,0.0
150,1.308329634589325
151,0.0
152,1.4851233767900436
153,1.0778911612244944
154,0.0
155,1.7775833525833524
156,1.10464581101836
157,1.0345595595595598
158,2.1984619901286577
159,1.7231071064404386
160,0.0
161,1.2999763584162558
162,0.0
163,2.494794101317709
164,1.3452433035766367
165,1.1379169073548778
166,2.6665480415480416
167,1.3533676306138593
168,0.0
169,2.901125542792208
170,1.3698153114819778
171,2.341061724395057
172,1.1804048554048552
173,1.500395009463637
174,1.4512372098578998
175,1.5456327539660875
176,1.709066834066834
177,0.0
178,2.4344573413200856
179,4.9648229124464445
180,1.3127222842909119
181,1.1415983082649752
182,0.0
183,1.0983922917907591
184,1.158887180295436
185,0.0
186,1.2811151960512186
187,1.6272483871334007
188,0.0
189,0.0
190,0.0
191,1.5831513850079422
192,1.6097729181062521
193,1.6086792336792346
194,1.648254853564953
195,1.8765420557087216
196,2.3487872224089728
197,1.631893158931343
198,1.875773624303037
199,0.0
200,0.0
201,0.0
202,1.4686631436631439
203,1.1693911985578658
204,1.7825443742110407
205,0.0
206,0.0
207,1.051778468445135
208,1.9507712674379336
209,1.4114287062800632
210,2.5558391891725223
211,1.6388441055107716
212,1.4346114846114844
213,1.4884106634106629
214,2.4678727345394007
215,6.415886349219681
216,2.7533635700302352
217,3.224859566526233
218,1.8468945135611796
219,2.1387199262199252
220,1.784143667477
221,0.0
