ID,item_cnt_month
0,1.0769230769230769
1,0.0
2,1.8888888888888888
3,1.0
4,0.0
5,1.0769230769230769
6,2.9444444444444446
7,1.125
8,1.0833333333333333
9,0.0
10,1.375
11,2.9444444444444446
12,1.2727272727272727
13,1.6428571428571428
14,2.5
15,1.3333333333333333
16,0.0
17,1.1783854166666667
18,1.3
19,1.0769230769230769
20,1.3076923076923077
21,0.0
22,4.2
23,1.5454545454545454
24,1.2307692307692308
25,0.0
26,0.0
27,1.0256410256410255
28,1.6153846153846154
29,1.1333333333333333
30,1.0
31,0.0
32,1.125
33,1.0256410256410255
34,1.1111111111111112
35,1.1111111111111112
36,1.3833333333333333
37,1.0256410256410255
38,1.1
39,1.1
40,1.0
41,1.0
42,1.0909090909090908
43,1.0
44,4.461538461538462
45,0.0
46,1.2222222222222223
47,1.1111111111111112
48,1.6428571428571428
49,1.75
50,1.0
51,1.0
52,1.1408450704225352
53,2.6666666666666665
54,1.0
55,1.52
56,3.888888888888889
57,1.0769230769230769
58,1.1666666666666667
59,1.8888888888888888
60,1.0769230769230769
61,3.8333333333333335
62,3.375
63,1.125
64,0.0
65,0.0
66,2.75
67,5.0
68,2.727272727272727
69,2.625
70,0.0
71,1.3571428571428572
72,1.3333333333333333
73,2.4166666666666665
74,0.0
75,0.0
76,1.0909090909090908
77,0.0
78,1.0588235294117647
79,2.9166666666666665
80,1.875
81,1.0714285714285714
82,2.0
83,1.0
84,1.3333333333333333
85,1.0
86,2.375
87,1.5
88,1.0769230769230769
89,1.5454545454545454
90,1.2
91,1.0
92,1.4285714285714286
93,1.0769230769230769
94,2.625
95,1.125
96,1.7333333333333334
97,2.9
98,5.0
99,1.25
100,1.9285714285714286
101,2.2142857142857144
102,1.2352941176470589
103,2.9444444444444446
104,1.625
105,0.0
106,0.0
107,1.1666666666666667
108,1.2
109,0.0
110,1.25
111,0.0
112,0.0
113,0.0
114,1.0
115,3.0
116,0.0
117,1.2
118,3.0
119,1.625
120,4.818181818181818
121,1.2
122,3.125
123,1.625
124,5.466666666666667
125,1.625
126,0.0
127,1.0
128,0.0
129,1.0666666666666667
130,1.0769230769230769
131,0.0
132,1.25
133,1.5454545454545454
134,2.875
135,3.125
136,1.2727272727272727
137,0.0
138,1.7777777777777777
139,0.0
140,1.3076923076923077
141,1.0
142,1.3076923076923077
143,1.2727272727272727
144,0.0
145,0.0
146,0.0
147,2.0
148,0.0
149,0.0
150,1.1818181818181819
151,0.0
152,1.375
153,0.75
154,0.0
155,1.9230769230769231
156,1.0
157,0.75
158,1.2222222222222223
159,1.0
160,0.0
161,1.3076923076923077
162,0.0
163,2.0
164,1.4285714285714286
165,1.1111111111111112
166,3.9285714285714284
167,1.1927710843373494
168,0.0
169,1.7777777777777777
170,2.0714285714285716
171,3.875
172,1.0909090909090908
173,3.076923076923077
174,1.3
175,1.1666666666666667
176,12.375
177,0.0
178,3.1818181818181817
179,1.0
180,1.3076923076923077
181,1.0
182,0.0
183,1.0
184,1.0
185,0.0
186,1.0
187,1.0666666666666667
188,0.0
189,0.0
190,0.0
191,1.52
192,1.6
193,1.75
194,1.5454545454545454
195,2.375
196,2.9444444444444446
197,1.0
198,2.230769230769231
199,0.0
200,0.0
201,0.0
202,1.625
203,1.0
204,1.9166666666666667
205,0.0
206,0.0
207,1.0769230769230769
208,1.0
209,1.0909090909090908
210,1.5833333333333333
211,1.25
212,2.0
213,1.3529411764705883
214,1.0
215,4.636363636363637
216,1.125
217,12.375
218,3.8461538461538463
219,1.875
220,1.4545454545454546
221,0.0
222,0.0
223,2.625
224,1.1111111111111112
225,1.0769230769230769
226,1.0769230769230769
227,0.0
228,1.52
229,0.0
230,0.0
231,1.0
232,0.0
233,1.1666666666666667
234,0.0
235,1.1333333333333333
236,1.125
237,1.0256410256410255
238,1.0256410256410255
239,1.52
240,2.5
241,1.0909090909090908
242,0.0
243,0.0
244,0.0
245,1.375
246,2.7
247,1.4545454545454546
248,2.7
249,3.272727272727273
250,1.4444444444444444
251,1.1818181818181819
252,1.5
253,2.0
254,1.2222222222222223
255,1.0
256,0.0
257,1.0909090909090908
258,1.0
259,1.625
260,1.125
261,1.1111111111111112
262,1.0
263,0.0
264,2.25
265,1.0769230769230769
266,0.0
267,0.9285714285714286
268,1.2307692307692308
269,1.7777777777777777
270,1.2222222222222223
271,1.0
272,1.0
273,1.2307692307692308
274,6.875
275,0.0
276,2.8333333333333335
277,5.0
