ID,item_cnt_month
0,1.7607260357260353
1,0.0
2,1.5057562773739237
3,1.6211533711533708
4,0.0
5,1.7101996851996846
6,2.6473919807253146
7,1.0059127426384744
8,1.3154690982408954
9,0.0
10,1.5860238610238615
11,2.6594585677919014
12,1.1969675172550778
13,2.267310788144122
14,2.023978848978849
15,1.2670866754200085
16,0.0
17,1.0898938149964392
18,1.5470757137423805
19,1.7174463257796582
20,1.2261189127646748
21,0.0
22,2.794553573021896
23,1.2860511193844522
24,1.2458695004047897
25,0.0
26,0.0
27,1.4275954777692388
28,1.5867671951005284
29,1.2392512115838468
30,1.6976943143609806
31,0.0
32,1.1043897539511571
33,1.4301694803432414
34,1.263961187467103
35,1.3111554054946544
36,1.2671903286240642
37,1.9821187228641242
38,1.2866874700208026
39,1.2866874700208026
40,1.4958459221567897
41,1.8052512717852527
42,1.6040977325639179
43,1.5033767434627145
44,6.583978758978758
45,0.0
46,1.417676741766496
47,1.375928800928801
48,1.7112011945345276
49,1.7851193226193236
50,1.0
51,1.4958459221567897
52,1.240170216174058
53,2.2930648722315397
54,1.998413199104634
55,1.5069427381680427
56,4.359619922119925
57,1.7101996851996846
58,2.0116380366380358
59,4.462695683529019
60,1.7140643723977051
61,3.0565514482181144
62,1.3910648170452091
63,1.7480107980107973
64,0.0
65,0.0
66,2.433845650512317
67,3.047273938940606
68,2.3654034987368315
69,1.5271871688538359
70,0.0
71,1.4487874704090924
72,1.58992188992189
73,2.7358152493040935
74,0.0
75,0.0
76,1.253883645550312
77,0.0
78,1.0928740428740424
79,1.7023329661430884
80,1.696913580246913
81,1.6047497135959623
82,1.9924110757444096
83,1.4762325928992595
84,1.9482732816066146
85,1.9176789885123229
86,1.412161337161338
87,3.376036776036776
88,3.706744598411267
89,2.196536796536797
90,1.8946458279791603
91,1.5793328501661834
92,1.7353478738210493
93,1.3833148804163296
94,2.1652551735885086
95,1.4968469968469966
96,2.4857830649497314
97,2.2731187216481334
98,4.52452661531609
99,1.6304134137467465
100,2.152547794214461
101,1.588234429901096
102,2.377496210829545
103,3.1572464927147617
104,2.0866849366849363
105,0.0
106,0.0
107,2.021928159428159
108,1.5498615082593343
109,0.0
110,1.6516945516945511
111,0.0
112,0.0
113,0.0
114,2.9567035650368982
115,3.608815433815432
116,0.0
117,1.52482418738868
118,2.074814083147417
119,1.7136153469486797
120,2.6779129279129266
121,2.4958960042293357
122,5.032989416322751
123,1.7727538144204797
124,7.848094243927576
125,1.7033665700332363
126,0.0
127,1.1543619047146072
128,0.0
129,1.7158598879016416
130,1.7095832262498925
131,0.0
132,2.9266971266971287
133,1.7487289821352279
134,1.7000988192164659
135,3.3033960367293727
136,1.6241658324991657
137,0.0
138,1.2431623431623429
139,0.0
140,1.2557246206756008
141,1.463560530227197
142,1.349853376365439
143,1.438515071848405
144,0.0
145,0.0
146,0.0
147,2.5829776746443414
148,0.0
149,0.0
150,1.3449780228149018
151,0.0
152,1.6750400333733666
153,1.0532194532194523
154,0.0
155,2.457234764097509
156,1.398850132183466
157,1.392985726319059
158,1.594471527804861
159,1.657577782577782
160,0.0
161,1.223490505108152
162,0.0
163,1.5897595397595399
164,1.3932115432115435
165,1.0694440907686422
166,2.508429925096592
167,1.1035551726451436
168,0.0
169,2.7012801012801004
170,1.2457669374336051
171,3.3740574990575003
172,1.2353967603967606
173,1.7335819347294634
174,1.6271405576056264
175,1.4655624822291489
176,2.7772355189021845
177,0.0
178,2.1398814398814396
179,5.347139040131945
180,1.2649768233101566
181,1.0973674890341558
182,0.0
183,1.120188599777822
184,1.2640408749928878
185,0.0
186,1.37183056223147
187,1.426300485828216
188,0.0
189,0.0
190,0.0
191,1.5857347971510198
192,1.7488001254667922
193,1.6917153333819994
194,1.7424162351210333
195,2.0714546381213057
196,2.4820082372141874
197,4.070813351747303
198,2.086037744371078
199,0.0
200,0.0
201,0.0
202,1.6776760860094198
203,1.2648582648582645
204,2.0160921577588247
205,0.0
206,0.0
207,1.3738193321526653
208,2.3325864742531426
209,1.741141646952441
210,2.7235032235032244
211,1.3214009797343131
212,1.6661772828439492
213,1.429362337695671
214,1.2298694048694048
215,4.990171915171912
216,1.9170599003932338
217,4.795782704116037
218,2.215788824122157
219,1.9379091212424544
220,1.984631891494637
221,0.0
222,0.0
223,2.155711179421189
224,1.4740704240704243
225,1.7082485582485578
226,1.7101996851996846
227,0.0
228,1.4676085851506877
